team,player_name,position,caps,club,overall,pace,shooting,passing,dribbling,defending,physic,preferred_foot,total_goals,total_assists,total_minutes,market_value_in_eur,photo_url
Egypt,Mahmoud Saber,MID,15,,81.0,69.0,60.0,68.0,82.0,58.0,64.0,Right,0.0,0.0,181.0,2500000.0,https://ui-avatars.com/api/?name=Mahmoud%20Saber&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Egypt,Omar Marmoush,FWD,50,,82.0,88.0,78.0,72.0,82.0,35.0,68.0,Right,60.0,32.0,11710.0,60000000.0,https://ui-avatars.com/api/?name=Omar%20Marmoush&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Egypt,Mostafa Shobeir,GK,9,,76.0,49.0,21.0,44.0,38.0,20.0,78.0,Right,15.0,2.0,2268.0,300000.0,https://ui-avatars.com/api/?name=Mostafa%20Shobeir&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Egypt,Tarek Alaa,DEF,3,,78.0,70.0,49.0,71.0,53.0,78.0,77.0,Right,0.0,0.0,1440.0,400000.0,https://ui-avatars.com/api/?name=Tarek%20Alaa&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Egypt,Zizo,FWD,63,,75.0,79.0,68.0,70.0,82.0,34.0,67.0,Right,5.0,2.0,4325.0,5000000.0,https://ui-avatars.com/api/?name=Zizo&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Egypt,Mohamed Alaa,GK,0,,71.0,54.0,33.0,48.0,30.0,27.0,70.0,Right,8.0,9.0,14838.0,150000.0,https://ui-avatars.com/api/?name=Mohamed%20Alaa&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Alireza Beiranvand,GK,86,,78.0,40.0,23.0,55.0,33.0,26.0,75.0,Right,0.0,0.0,1777.0,1200000.0,https://ui-avatars.com/api/?name=Alireza%20Beiranvand&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Saleh Hardani,DEF,18,,74.0,59.0,40.0,66.0,50.0,80.0,72.0,Right,,,,,https://ui-avatars.com/api/?name=Saleh%20Hardani&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Ehsan Hajsafi,DEF,146,,73.0,71.0,43.0,51.0,57.0,78.0,80.0,Right,6.0,10.0,8677.0,275000.0,https://ui-avatars.com/api/?name=Ehsan%20Hajsafi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Shojae Khalilzadeh,DEF,58,,75.0,55.0,49.0,56.0,66.0,73.0,80.0,Right,,,,,https://ui-avatars.com/api/?name=Shojae%20Khalilzadeh&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Milad Mohammadi,DEF,76,,78.0,63.0,47.0,55.0,55.0,75.0,73.0,Right,6.0,16.0,15865.0,1300000.0,https://ui-avatars.com/api/?name=Milad%20Mohammadi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Saeid Ezatolahi,MID,83,,74.0,60.0,71.0,81.0,79.0,65.0,74.0,Right,6.0,3.0,4936.0,900000.0,https://ui-avatars.com/api/?name=Saeid%20Ezatolahi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Alireza Jahanbakhsh,MID,98,,76.0,58.0,71.0,67.0,77.0,64.0,63.0,Right,63.0,55.0,19189.0,600000.0,https://ui-avatars.com/api/?name=Alireza%20Jahanbakhsh&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Mohammad Mohebi,MID,36,,73.0,75.0,71.0,75.0,71.0,52.0,67.0,Right,18.0,11.0,5450.0,2800000.0,https://ui-avatars.com/api/?name=Mohammad%20Mohebi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Mehdi Taremi,FWD,105,,82.0,72.0,82.0,72.0,78.0,42.0,78.0,Right,118.0,70.0,17682.0,2500000.0,https://ui-avatars.com/api/?name=Mehdi%20Taremi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Mehdi Ghayedi,FWD,30,,79.0,72.0,81.0,56.0,84.0,28.0,76.0,Right,27.0,42.0,15478.0,250000.0,https://ui-avatars.com/api/?name=Mehdi%20Ghayedi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Ali Alipour,FWD,14,,75.0,72.0,68.0,62.0,74.0,25.0,62.0,Right,14.0,5.0,4581.0,1700000.0,https://ui-avatars.com/api/?name=Ali%20Alipour&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Payam Niazmand,GK,15,,75.0,47.0,32.0,55.0,43.0,20.0,67.0,Right,0.0,0.0,180.0,750000.0,https://ui-avatars.com/api/?name=Payam%20Niazmand&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Hossein Kanaanizadegan,DEF,65,,81.0,70.0,45.0,59.0,69.0,75.0,81.0,Right,,,,,https://ui-avatars.com/api/?name=Hossein%20Kanaanizadegan&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Saman Ghoddos,MID,68,,76.0,59.0,76.0,69.0,75.0,56.0,73.0,Right,7.0,6.0,3662.0,2000000.0,https://ui-avatars.com/api/?name=Saman%20Ghoddos&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Rouzbeh Cheshmi,MID,40,,77.0,80.0,57.0,80.0,74.0,68.0,78.0,Right,,,,,https://ui-avatars.com/api/?name=Rouzbeh%20Cheshmi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Mehdi Torabi,MID,52,,71.0,77.0,70.0,72.0,79.0,50.0,76.0,Right,27.0,42.0,15478.0,250000.0,https://ui-avatars.com/api/?name=Mehdi%20Torabi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Aria Yousefi,DEF,14,,81.0,75.0,45.0,54.0,61.0,72.0,75.0,Right,67.0,48.0,15428.0,400000.0,https://ui-avatars.com/api/?name=Aria%20Yousefi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Amirhossein Hosseinzadeh,FWD,18,,70.0,76.0,76.0,68.0,76.0,25.0,75.0,Right,2.0,2.0,1100.0,2200000.0,https://ui-avatars.com/api/?name=Amirhossein%20Hosseinzadeh&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Ali Nemati,DEF,17,,78.0,73.0,56.0,54.0,51.0,78.0,73.0,Right,1.0,3.0,8729.0,100000.0,https://ui-avatars.com/api/?name=Ali%20Nemati&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Shahriyar Moghanlou,FWD,21,,70.0,84.0,71.0,61.0,78.0,38.0,76.0,Right,0.0,0.0,413.0,900000.0,https://ui-avatars.com/api/?name=Shahriyar%20Moghanlou&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Mohammad Ghorbani,MID,16,,75.0,81.0,74.0,74.0,76.0,74.0,67.0,Right,4.0,1.0,2161.0,800000.0,https://ui-avatars.com/api/?name=Mohammad%20Ghorbani&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Hossein Hosseini,GK,13,,79.0,53.0,32.0,49.0,30.0,19.0,70.0,Right,2.0,2.0,1100.0,2200000.0,https://ui-avatars.com/api/?name=Hossein%20Hosseini&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Ramin Rezaeian,DEF,74,,79.0,59.0,43.0,54.0,67.0,81.0,73.0,Right,1.0,0.0,894.0,250000.0,https://ui-avatars.com/api/?name=Ramin%20Rezaeian&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Dennis Eckert,FWD,0,,78.0,88.0,78.0,71.0,83.0,31.0,60.0,Right,23.0,7.0,6112.0,2000000.0,https://ui-avatars.com/api/?name=Dennis%20Eckert&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Danial Eiri,DEF,0,,79.0,56.0,37.0,65.0,51.0,83.0,77.0,Right,0.0,0.0,8862.0,50000.0,https://ui-avatars.com/api/?name=Danial%20Eiri&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Iran,Amirmohammad Razzaghinia,MID,4,,79.0,63.0,76.0,75.0,74.0,56.0,74.0,Right,0.0,0.0,36.0,200000.0,https://ui-avatars.com/api/?name=Amirmohammad%20Razzaghinia&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Max Crocombe,GK,24,,73.0,43.0,30.0,48.0,35.0,21.0,76.0,Right,0.0,0.0,180.0,1000000.0,https://ui-avatars.com/api/?name=Max%20Crocombe&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Tim Payne,DEF,51,,70.0,74.0,37.0,64.0,51.0,76.0,71.0,Right,0.0,0.0,81.0,150000.0,https://ui-avatars.com/api/?name=Tim%20Payne&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Francis de Vries,DEF,20,,73.0,57.0,40.0,64.0,59.0,80.0,70.0,Right,0.0,0.0,144.0,350000.0,https://ui-avatars.com/api/?name=Francis%20de%20Vries&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Tyler Bindon,DEF,25,,73.0,63.0,38.0,51.0,53.0,72.0,72.0,Right,1.0,0.0,273.0,1500000.0,https://ui-avatars.com/api/?name=Tyler%20Bindon&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Michael Boxall,DEF,63,,77.0,79.0,44.0,70.0,64.0,82.0,75.0,Right,0.0,0.0,282.0,75000.0,https://ui-avatars.com/api/?name=Michael%20Boxall&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Joe Bell,MID,32,,70.0,73.0,75.0,68.0,69.0,74.0,72.0,Right,0.0,4.0,1909.0,3000000.0,https://ui-avatars.com/api/?name=Joe%20Bell&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Matthew Garbett,MID,37,,79.0,58.0,71.0,77.0,71.0,56.0,76.0,Right,1.0,0.0,660.0,450000.0,https://ui-avatars.com/api/?name=Matthew%20Garbett&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Marko Stamenić,MID,39,,76.0,61.0,73.0,65.0,77.0,53.0,68.0,Right,0.0,1.0,1002.0,3000000.0,https://ui-avatars.com/api/?name=Marko%20Stameni%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Chris Wood,FWD,90,,77.0,77.0,83.0,60.0,72.0,34.0,75.0,Right,98.0,12.0,20100.0,6000000.0,https://ui-avatars.com/api/?name=Chris%20Wood&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Sarpreet Singh,MID,28,,78.0,79.0,72.0,67.0,71.0,76.0,74.0,Right,0.0,0.0,72.0,500000.0,https://ui-avatars.com/api/?name=Sarpreet%20Singh&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Elijah Just,MID,44,,71.0,66.0,73.0,81.0,78.0,74.0,68.0,Right,7.0,10.0,3198.0,2500000.0,https://ui-avatars.com/api/?name=Elijah%20Just&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Alex Paulsen,GK,8,,77.0,41.0,23.0,52.0,37.0,24.0,65.0,Right,0.0,1.0,1371.0,500000.0,https://ui-avatars.com/api/?name=Alex%20Paulsen&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Liberato Cacace,DEF,37,,72.0,77.0,49.0,69.0,64.0,72.0,78.0,Right,3.0,8.0,9706.0,3000000.0,https://ui-avatars.com/api/?name=Liberato%20Cacace&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Alex Rufer,MID,26,,72.0,68.0,70.0,66.0,75.0,60.0,77.0,Right,0.0,1.0,1371.0,500000.0,https://ui-avatars.com/api/?name=Alex%20Rufer&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Nando Pijnaker,DEF,25,,70.0,80.0,35.0,60.0,65.0,73.0,83.0,Right,,,,,https://ui-avatars.com/api/?name=Nando%20Pijnaker&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Finn Surman,DEF,19,,74.0,64.0,52.0,55.0,68.0,75.0,80.0,Right,,,,,https://ui-avatars.com/api/?name=Finn%20Surman&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Kosta Barbarouses,FWD,76,,75.0,85.0,70.0,64.0,77.0,25.0,71.0,Right,0.0,0.0,674.0,325000.0,https://ui-avatars.com/api/?name=Kosta%20Barbarouses&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Ben Waine,FWD,31,,75.0,85.0,77.0,71.0,80.0,30.0,68.0,Right,3.0,0.0,514.0,400000.0,https://ui-avatars.com/api/?name=Ben%20Waine&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Ben Old,MID,24,,76.0,64.0,71.0,65.0,73.0,54.0,68.0,Right,0.0,0.0,523.0,1200000.0,https://ui-avatars.com/api/?name=Ben%20Old&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Callum McCowatt,MID,32,,69.0,81.0,75.0,66.0,80.0,75.0,70.0,Right,19.0,3.0,4159.0,2000000.0,https://ui-avatars.com/api/?name=Callum%20McCowatt&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Jesse Randall,FWD,11,,78.0,77.0,77.0,62.0,75.0,35.0,62.0,Right,,,,,https://ui-avatars.com/api/?name=Jesse%20Randall&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Michael Woud,GK,6,,69.0,41.0,34.0,50.0,39.0,26.0,77.0,Right,0.0,0.0,450.0,300000.0,https://ui-avatars.com/api/?name=Michael%20Woud&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Ryan Thomas,MID,25,,71.0,79.0,61.0,75.0,73.0,73.0,63.0,Right,17.0,32.0,16559.0,700000.0,https://ui-avatars.com/api/?name=Ryan%20Thomas&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Callan Elliot,DEF,11,,79.0,69.0,35.0,52.0,63.0,77.0,71.0,Right,,,,,https://ui-avatars.com/api/?name=Callan%20Elliot&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Lachlan Bayliss,MID,4,,76.0,58.0,60.0,70.0,72.0,65.0,64.0,Right,,,,,https://ui-avatars.com/api/?name=Lachlan%20Bayliss&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
New Zealand,Tommy Smith,DEF,56,,68.0,64.0,55.0,67.0,56.0,74.0,82.0,Right,0.0,0.0,11.0,250000.0,https://ui-avatars.com/api/?name=Tommy%20Smith&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Vozinha,GK,90,,71.0,42.0,22.0,43.0,34.0,18.0,68.0,Right,,,,,https://ui-avatars.com/api/?name=Vozinha&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Stopira,DEF,61,,79.0,81.0,44.0,70.0,69.0,79.0,78.0,Right,,,,,https://ui-avatars.com/api/?name=Stopira&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Diney,DEF,32,,74.0,68.0,57.0,54.0,53.0,81.0,70.0,Right,0.0,0.0,1025.0,1000000.0,https://ui-avatars.com/api/?name=Diney&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Roberto Lopes,DEF,45,,77.0,80.0,41.0,65.0,50.0,72.0,74.0,Right,0.0,0.0,20639.0,500000.0,https://ui-avatars.com/api/?name=Roberto%20Lopes&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Logan Costa,DEF,28,,76.0,60.0,53.0,62.0,52.0,78.0,75.0,Right,3.0,2.0,6513.0,18000000.0,https://ui-avatars.com/api/?name=Logan%20Costa&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Kevin Pina,MID,31,,76.0,79.0,59.0,74.0,74.0,66.0,71.0,Right,20.0,14.0,5504.0,30000000.0,https://ui-avatars.com/api/?name=Kevin%20Pina&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Jovane Cabral,MID,29,,74.0,73.0,57.0,73.0,80.0,64.0,64.0,Right,31.0,17.0,7585.0,800000.0,https://ui-avatars.com/api/?name=Jovane%20Cabral&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,João Paulo,MID,41,,74.0,70.0,68.0,79.0,83.0,72.0,72.0,Right,1.0,0.0,267.0,50000.0,https://ui-avatars.com/api/?name=Jo%C3%A3o%20Paulo&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Gilson Benchimol,FWD,21,,68.0,79.0,72.0,56.0,76.0,30.0,69.0,Right,1.0,0.0,1335.0,500000.0,https://ui-avatars.com/api/?name=Gilson%20Benchimol&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Jamiro Monteiro,MID,55,,69.0,79.0,76.0,65.0,81.0,66.0,70.0,Right,13.0,11.0,8772.0,750000.0,https://ui-avatars.com/api/?name=Jamiro%20Monteiro&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Garry Rodrigues,MID,61,,77.0,76.0,68.0,74.0,82.0,77.0,78.0,Right,45.0,46.0,16859.0,325000.0,https://ui-avatars.com/api/?name=Garry%20Rodrigues&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Márcio Rosa,GK,11,,71.0,41.0,28.0,49.0,41.0,24.0,71.0,Right,0.0,1.0,44.0,300000.0,https://ui-avatars.com/api/?name=M%C3%A1rcio%20Rosa&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Sidny Lopes Cabral,DEF,11,,73.0,73.0,56.0,64.0,57.0,82.0,82.0,Right,6.0,6.0,1717.0,5000000.0,https://ui-avatars.com/api/?name=Sidny%20Lopes%20Cabral&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Deroy Duarte,MID,33,,76.0,72.0,55.0,65.0,70.0,52.0,69.0,Right,11.0,9.0,10651.0,1000000.0,https://ui-avatars.com/api/?name=Deroy%20Duarte&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Laros Duarte,MID,20,,75.0,72.0,64.0,65.0,80.0,67.0,61.0,Right,5.0,6.0,6483.0,1000000.0,https://ui-avatars.com/api/?name=Laros%20Duarte&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Yannick Semedo,MID,11,,70.0,70.0,76.0,65.0,69.0,65.0,74.0,Right,3.0,0.0,7063.0,50000.0,https://ui-avatars.com/api/?name=Yannick%20Semedo&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Willy Semedo,MID,38,,68.0,78.0,61.0,81.0,74.0,62.0,64.0,Right,3.0,0.0,7063.0,50000.0,https://ui-avatars.com/api/?name=Willy%20Semedo&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Telmo Arcanjo,MID,16,,77.0,74.0,57.0,71.0,77.0,66.0,66.0,Right,7.0,2.0,3278.0,3000000.0,https://ui-avatars.com/api/?name=Telmo%20Arcanjo&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Dailon Livramento,FWD,22,,72.0,72.0,68.0,71.0,82.0,27.0,72.0,Right,1.0,3.0,1934.0,800000.0,https://ui-avatars.com/api/?name=Dailon%20Livramento&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Ryan Mendes,FWD,98,,72.0,82.0,83.0,70.0,80.0,33.0,58.0,Right,18.0,16.0,6809.0,700000.0,https://ui-avatars.com/api/?name=Ryan%20Mendes&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Nuno da Costa,MID,9,,76.0,79.0,70.0,73.0,70.0,61.0,78.0,Right,56.0,26.0,14771.0,400000.0,https://ui-avatars.com/api/?name=Nuno%20da%20Costa&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Steven Moreira,DEF,20,,73.0,63.0,41.0,63.0,68.0,74.0,71.0,Right,0.0,5.0,8231.0,1500000.0,https://ui-avatars.com/api/?name=Steven%20Moreira&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,CJ dos Santos,GK,1,,76.0,52.0,34.0,42.0,40.0,22.0,78.0,Right,1.0,0.0,609.0,200000.0,https://ui-avatars.com/api/?name=CJ%20dos%20Santos&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Wagner Pina,DEF,14,,76.0,62.0,52.0,68.0,65.0,73.0,77.0,Right,2.0,12.0,6238.0,11000000.0,https://ui-avatars.com/api/?name=Wagner%20Pina&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Kelvin Pires,DEF,6,,73.0,60.0,46.0,64.0,57.0,75.0,84.0,Right,9.0,3.0,1241.0,50000.0,https://ui-avatars.com/api/?name=Kelvin%20Pires&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Cape Verde,Hélio Varela,MID,21,,79.0,77.0,71.0,77.0,69.0,51.0,72.0,Right,6.0,4.0,2928.0,1200000.0,https://ui-avatars.com/api/?name=H%C3%A9lio%20Varela&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Nawaf Al-Aqidi,GK,24,,73.0,54.0,23.0,49.0,42.0,20.0,67.0,Right,,,,,https://ui-avatars.com/api/?name=Nawaf%20Al-Aqidi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Ali Majrashi,DEF,21,,70.0,76.0,48.0,57.0,53.0,82.0,81.0,Right,8.0,34.0,24689.0,75000.0,https://ui-avatars.com/api/?name=Ali%20Majrashi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Ali Lajami,DEF,24,,71.0,65.0,45.0,60.0,51.0,72.0,78.0,Right,0.0,0.0,52.0,800000.0,https://ui-avatars.com/api/?name=Ali%20Lajami&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Abdulelah Al-Amri,DEF,44,,79.0,56.0,49.0,65.0,53.0,79.0,78.0,Right,,,,,https://ui-avatars.com/api/?name=Abdulelah%20Al-Amri&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Hassan Al-Tambakti,DEF,54,,77.0,80.0,39.0,65.0,62.0,78.0,79.0,Right,0.0,0.0,255.0,1800000.0,https://ui-avatars.com/api/?name=Hassan%20Al-Tambakti&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Nasser Al-Dawsari,MID,47,,71.0,74.0,57.0,69.0,70.0,61.0,66.0,Right,0.0,1.0,444.0,800000.0,https://ui-avatars.com/api/?name=Nasser%20Al-Dawsari&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Musab Al-Juwayr,MID,37,,79.0,66.0,60.0,81.0,83.0,72.0,62.0,Right,0.0,0.0,27.0,4500000.0,https://ui-avatars.com/api/?name=Musab%20Al-Juwayr&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Ayman Yahya,FWD,26,,72.0,75.0,77.0,59.0,76.0,34.0,69.0,Right,0.0,0.0,386.0,250000.0,https://ui-avatars.com/api/?name=Ayman%20Yahya&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Firas Al-Buraikan,FWD,72,,77.0,84.0,78.0,70.0,79.0,32.0,65.0,Right,1.0,0.0,1457.0,50000.0,https://ui-avatars.com/api/?name=Firas%20Al-Buraikan&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Salem Al-Dawsari,FWD,111,,78.0,73.0,81.0,66.0,81.0,36.0,68.0,Right,1.0,0.0,289.0,1300000.0,https://ui-avatars.com/api/?name=Salem%20Al-Dawsari&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Saleh Al-Shehri,FWD,59,,68.0,73.0,69.0,66.0,74.0,41.0,63.0,Right,2.0,0.0,426.0,550000.0,https://ui-avatars.com/api/?name=Saleh%20Al-Shehri&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Saud Abdulhamid,DEF,55,,76.0,69.0,37.0,55.0,52.0,84.0,70.0,Right,3.0,6.0,1725.0,5000000.0,https://ui-avatars.com/api/?name=Saud%20Abdulhamid&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Nawaf Boushal,DEF,27,,79.0,75.0,48.0,62.0,53.0,78.0,75.0,Right,,,,,https://ui-avatars.com/api/?name=Nawaf%20Boushal&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Hassan Kadesh,DEF,21,,77.0,61.0,55.0,64.0,64.0,75.0,76.0,Right,,,,,https://ui-avatars.com/api/?name=Hassan%20Kadesh&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Abdullah Al-Khaibari,MID,42,,74.0,63.0,74.0,69.0,71.0,61.0,60.0,Right,,,,,https://ui-avatars.com/api/?name=Abdullah%20Al-Khaibari&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Ziyad Al-Johani,MID,12,,79.0,65.0,55.0,69.0,82.0,71.0,65.0,Right,,,,,https://ui-avatars.com/api/?name=Ziyad%20Al-Johani&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Khalid Al-Ghannam,FWD,7,,72.0,74.0,82.0,59.0,83.0,38.0,75.0,Right,0.0,0.0,4.0,900000.0,https://ui-avatars.com/api/?name=Khalid%20Al-Ghannam&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Alaa Al-Hejji,MID,3,,73.0,81.0,68.0,72.0,82.0,56.0,67.0,Right,,,,,https://ui-avatars.com/api/?name=Alaa%20Al-Hejji&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Abdullah Al-Hamdan,FWD,52,,73.0,89.0,69.0,62.0,82.0,25.0,63.0,Right,,,,,https://ui-avatars.com/api/?name=Abdullah%20Al-Hamdan&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Sultan Mandash,FWD,7,,78.0,83.0,78.0,64.0,74.0,37.0,60.0,Right,,,,,https://ui-avatars.com/api/?name=Sultan%20Mandash&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Mohammed Al-Owais,GK,65,,68.0,42.0,23.0,50.0,40.0,22.0,67.0,Right,1.0,0.0,120.0,200000.0,https://ui-avatars.com/api/?name=Mohammed%20Al-Owais&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Ahmed Al-Kassar,GK,9,,73.0,50.0,33.0,55.0,34.0,20.0,70.0,Right,0.0,2.0,443.0,150000.0,https://ui-avatars.com/api/?name=Ahmed%20Al-Kassar&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Saudi Arabia,Mohamed Kanno,MID,79,,73.0,71.0,72.0,81.0,83.0,53.0,74.0,Right,0.0,0.0,208.0,900000.0,https://ui-avatars.com/api/?name=Mohamed%20Kanno&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
